mission,setno,station,scientific_name,common_name,abundance,biomass_g,comments
BOF2014001,2014.009,D,Pandalus borealis,northern shrimp,1,16,NA
BOF2014001,2014.009,D,Pandalus montagui,Montague shrimp,2,20,NA
BOF2014001,2014.009,D,Clinocardium ciliatum,Iceland cockle,1,6,NA
BOF2014001,2014.009,D,Ctenodiscus crispatus,mud star,1,11,NA
BOF2014001,2014.009,D,Aurelia aurita,moon jelly,15,1429,NA
BOF2014001,2014.009,D,Cryptacanthodes maculatus,wrymouth,1,73,NA
BOF2014001,2014.009,D,Cyclopterus lumpus,lumpfish,1,439,NA
BOF2014001,2014.009,D,Pseudopleuronectes americanus,winter flounder,362,20598,NA
BOF2014001,2014.009,D,Alosa pseudoharengus,alewife,28,218,NA
BOF2014001,2014.009,D,Merluccius bilinearis,silver hake,427,27294,NA
BOF2014001,2014.009,D,Peprilus triacanthus,butterfish,12,962,NA
BOF2014001,2014.009,D,Scophthalmus aquosus,windowpane flounder,23,1866,NA
BOF2014001,2014.009,D,Urophycis chuss,red hake,19,608,NA
BOF2014001,2014.01,A,Homarus americanus,American lobster,21,8671,NA
BOF2014001,2014.01,A,Cancer irroratus,rock crab,3,353,NA
BOF2014001,2014.01,A,Strongylocentrotus droebachiensis,green sea urchin,13,415,NA
BOF2014001,2014.01,A,Melanogrammus aeglefinus,haddock,8,139,NA
BOF2014001,2014.01,A,Doryteuthis pealeii,longfin inshore squid,3,109,NA
BOF2014001,2014.01,A,Crangon septemspinosa,sand shrimp,2,8,NA
BOF2014001,2014.01,A,Cucumaria frondosa,orange-footed sea cucumber,4,750,NA
BOF2014001,2014.01,A,Cyclopterus lumpus,lumpfish,3,570,NA
BOF2014001,2014.01,A,Alosa pseudoharengus,alewife,61,2603,NA
BOF2014001,2014.01,A,Merluccius bilinearis,silver hake,20,913,NA
BOF2014001,2014.01,A,Pseudopleuronectes americanus,winter flounder,12,363,NA
BOF2014001,2014.01,A,Myoxocephalus aenaeus,little sculpin,1,67,NA
BOF2014001,2014.01,A,Pandalus montagui,Montague shrimp,12,30,NA
BOF2014001,2014.01,A,Henricia sanguinolenta,blood star,1,1,NA
BOF2014001,2014.01,A,Bolinopsis infundibulum,comb jelly,9,12,NA
BOF2014001,2014.011,B,Placopecten magellanicus,deep sea scallop,2,7,NA
BOF2014001,2014.011,B,Mercenaria mercenaria,quahog,8,116,NA
BOF2014001,2014.011,B,Styela montereyensis,stalked tunicate,4,180,NA
BOF2014001,2014.011,B,Asterias vulgaris,northern sea star,6,430,NA
BOF2014001,2014.011,B,Cancer irroratus,rock crab,1,120,NA
BOF2014001,2014.011,B,Strongylocentrotus droebachiensis,green sea urchin,8,182,NA
BOF2014001,2014.011,B,Pandalus borealis,northern shrimp,10,114,NA
BOF2014001,2014.011,B,Doryteuthis pealeii,longfin inshore squid,1,48,NA
BOF2014001,2014.011,B,Alosa pseudoharengus,alewife,10,647,NA
BOF2014001,2014.011,B,Clupea harengus,herring,1,27,NA
BOF2014001,2014.011,B,Osmerus mordax,smelt,4,134,NA
BOF2014001,2014.011,B,Pollachius virens,pollock,1,13,NA
BOF2014001,2014.011,B,Melanogrammus aeglefinus,haddock,2,19,NA
BOF2014001,2014.011,B,Hippoglossoides platessoides,American plaice,4,79,NA
BOF2014001,2014.011,B,Crangon septemspinosa,sand shrimp,1,3,NA
BOF2014001,2014.011,B,Pandalus montagui,Montague shrimp,118,414,NA
BOF2014001,2014.011,B,Aurelia aurita,moon jelly,5,111,NA
BOF2014001,2014.011,B,Cyclopterus lumpus,lumpfish,1,165,NA
BOF2014001,2014.011,B,Pseudopleuronectes americanus,winter flounder,419,19079,NA
BOF2014001,2014.011,B,Peprilus triacanthus,butterfish,24,1311,NA
BOF2014001,2014.011,B,Scophthalmus aquosus,windowpane flounder,19,1112,NA
BOF2014001,2014.011,B,Merluccius bilinearis,silver hake,268,16369,NA
BOF2014001,2014.011,B,Urophycis chuss,red hake,45,1649,NA
BOF2014001,2014.011,B,Homarus americanus,American lobster,480,320582,NA
BOF2014001,2014.011,B,Cancer irroratus,rock crab,8,950,NA
BOF2014001,2014.011,B,Cancer borealis,Jonah crab,2,199,NA
BOF2014001,2014.011,B,Placopecten magellanicus,deep sea scallop,29,1234,NA
BOF2014001,2014.011,B,Scomber scombrus,mackerel,1,260,NA
BOF2014001,2014.011,B,Myoxocephalus octodecemspinosus,longhorn sculpin,22,2044,NA
BOF2014001,2014.011,B,Doryteuthis pealeii,longfin inshore squid,5,228,NA
BOF2014001,2014.012,A,Homarus americanus,American lobster,11,7087,NA
BOF2014001,2014.012,A,Cancer irroratus,rock crab,3,353,NA
BOF2014001,2014.012,A,Placopecten magellanicus,deep sea scallop,6,228,NA
BOF2014001,2014.012,A,Cucumaria frondosa,orange-footed sea cucumber,2,622,NA
BOF2014001,2014.012,A,Crangon septemspinosa,sand shrimp,5,21,NA
BOF2014001,2014.012,A,Urophycis tenuis,white hake,2,197,NA
BOF2014001,2014.012,A,Peprilus triacanthus,butterfish,2,87,NA
BOF2014001,2014.012,A,Clupea harengus,herring,1,39,NA
BOF2014001,2014.012,A,Mercenaria mercenaria,quahog,1,4,NA
BOF2014001,2014.012,A,Pandalus montagui,Montague shrimp,1,4,NA
BOF2014001,2014.012,A,Urophycis chuss,red hake,11,429,NA
BOF2014001,2014.012,A,Pseudopleuronectes americanus,winter flounder,63,2498,NA
BOF2014001,2014.012,A,Alosa pseudoharengus,alewife,34,2374,NA
BOF2014001,2014.012,A,Myoxocephalus octodecemspinosus,longhorn sculpin,1,330,NA
BOF2014001,2014.012,A,Merluccius bilinearis,silver hake,195,10546,NA
BOF2014001,2014.013,C,Homarus americanus,American lobster,49,55529,NA
BOF2014001,2014.013,C,Cancer irroratus,rock crab,1,396,NA
BOF2014001,2014.013,C,Cancer borealis,Jonah crab,1,118,NA
BOF2014001,2014.013,C,Placopecten magellanicus,deep sea scallop,8,426,NA
BOF2014001,2014.013,C,Mercenaria mercenaria,quahog,13,182,NA
BOF2014001,2014.013,C,Clinocardium ciliatum,Iceland cockle,1,0.5,NA
BOF2014001,2014.013,C,Styela montereyensis,stalked tunicate,5,88,NA
BOF2014001,2014.013,C,Leucoraja erinacea,little skate,1,728,NA
BOF2014001,2014.013,C,Osmerus mordax,smelt,2,48,NA
BOF2014001,2014.013,C,Alosa pseudoharengus,alewife,6,254,NA
BOF2014001,2014.013,C,Scophthalmus aquosus,windowpane flounder,5,219,NA
BOF2014001,2014.013,C,Urophycis chuss,red hake,11,597,NA
BOF2014001,2014.013,C,Doryteuthis pealeii,longfin inshore squid,3,123,NA
BOF2014001,2014.013,C,Myoxocephalus octodecemspinosus,longhorn sculpin,2,176,NA
BOF2014001,2014.013,C,Peprilus triacanthus,butterfish,1,71,NA
BOF2014001,2014.013,C,Asterias vulgaris,northern sea star,4,193,NA
BOF2014001,2014.013,C,Crangon septemspinosa,sand shrimp,4,12,NA
BOF2014001,2014.013,C,Merluccius bilinearis,silver hake,90,4495,NA
BOF2014001,2014.013,C,Clupea harengus,herring,356,8279,NA
BOF2014001,2014.013,C,Pseudopleuronectes americanus,winter flounder,215,7998,NA
BOF2014001,2014.014,B,Cucumaria frondosa,orange-footed sea cucumber,38,9732,NA
BOF2014001,2014.014,B,Homarus americanus,American lobster,292,63113,NA
BOF2014001,2014.014,B,Cancer irroratus,rock crab,2,197,NA
BOF2014001,2014.014,B,Strongylocentrotus droebachiensis,green sea urchin,52,1159,NA
BOF2014001,2014.014,B,Hyas araneus,Atlantic lyre crab,1,4,NA
BOF2014001,2014.014,B,Pandalus montagui,Montague shrimp,53,191,NA
BOF2014001,2014.014,B,Asterias vulgaris,northern sea star,2,74,NA
BOF2014001,2014.014,B,Scomber scombrus,mackerel,2,416,NA
BOF2014001,2014.014,B,Doryteuthis pealeii,longfin inshore squid,1,100,NA
BOF2014001,2014.014,B,Osmerus mordax,smelt,4,236,NA
BOF2014001,2014.014,B,Alosa pseudoharengus,alewife,1,25,NA
BOF2014001,2014.014,B,Myoxocephalus octodecemspinosus,longhorn sculpin,2,109,NA
BOF2014001,2014.014,B,Triglops murrayi,moustache sculpin,1,15,NA
BOF2014001,2014.014,B,Aurelia aurita,moon jelly,1,21,NA
BOF2014001,2014.014,B,Merluccius bilinearis,silver hake,6,390,NA
BOF2014001,2014.014,B,Pseudopleuronectes americanus,winter flounder,42,1574,NA
BOF2014001,2014.014,B,Clupea harengus,herring,114,2989,NA
BOF2014001,2014.015,D,Alosa pseudoharengus,alewife,148,4262,NA
BOF2014001,2014.015,D,Pseudopleuronectes americanus,winter flounder,454,41439,NA
BOF2014001,2014.015,D,Urophycis chuss,red hake,3,136,NA
BOF2014001,2014.015,D,Melanogrammus aeglefinus,haddock,5,56,NA
BOF2014001,2014.015,D,Urophycis tenuis,white hake,22,1182,NA
BOF2014001,2014.015,D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,204,NA
BOF2014001,2014.015,D,Scophthalmus aquosus,windowpane flounder,1,70,NA
BOF2014001,2014.015,D,Doryteuthis pealeii,longfin inshore squid,1,102,NA
BOF2014001,2014.015,D,Aurelia aurita,moon jelly,1,34,NA
BOF2014001,2014.015,D,Pandalus montagui,Montague shrimp,44,128,NA
BOF2014001,2014.015,D,Ctenodiscus crispatus,mud star,2,16,NA
BOF2014001,2014.015,D,Homarus americanus,American lobster,151,116847,NA
BOF2014001,2014.015,D,Clupea harengus,herring,98,2586,NA
BOF2014001,2014.015,D,Merluccius bilinearis,silver hake,111,23493,NA
BOF2014001,2014.015,D,Cancer irroratus,rock crab,5,484,NA
BOF2014001,2014.015,D,Peprilus triacanthus,butterfish,6,412,NA
BOF2014001,2014.015,D,Placopecten magellanicus,deep sea scallop,2,16,NA
BOF2014001,2014.015,D,Hippoglossoides platessoides,American plaice,37,482,NA
BOF2014001,2014.015,D,Glyptocephalus cynoglossus,witch flounder,4,70,NA
BOF2014001,2014.016,D,Merluccius bilinearis,silver hake,1897,117004,NA
BOF2014001,2014.016,D,Homarus americanus,American lobster,3,6670,NA
BOF2014001,2014.016,D,Clupea harengus,herring,11,332,NA
BOF2014001,2014.016,D,Peprilus triacanthus,butterfish,4,386,NA
BOF2014001,2014.016,D,Hippoglossoides platessoides,American plaice,15,592,NA
BOF2014001,2014.016,D,Scophthalmus aquosus,windowpane flounder,1,192,NA
BOF2014001,2014.016,D,Alosa pseudoharengus,alewife,9,316,NA
BOF2014001,2014.016,D,Melanogrammus aeglefinus,haddock,3,302,NA
BOF2014001,2014.016,D,Urophycis tenuis,white hake,8,708,NA
BOF2014001,2014.016,D,Cancer irroratus,rock crab,2,120,NA
BOF2014001,2014.016,D,Pseudopleuronectes americanus,winter flounder,62,16759,NA
BOF2014001,2014.016,D,Pandalus montagui,Montague shrimp,301,1476,NA
BOF2014001,2014.016,D,Pandalus borealis,northern shrimp,16,182,NA
BOF2014001,2014.016,D,Enchelyopus cimbrius,fourbeard rockling,2,138,NA
BOF2014001,2014.016,D,Ctenodiscus crispatus,mud star,5,40,NA
BOF2014001,2014.016,D,Crangon septemspinosa,sand shrimp,1,1,NA
BOF2014001,2014.016,D,Placopecten magellanicus,deep sea scallop,5,27,NA
BOF2014001,2014.016,D,Gadus morhua,Atlantic cod,1,228,NA
BOF2014001,2014.017,C,Merluccius bilinearis,silver hake,1095,82425,NA
BOF2014001,2014.017,C,Peprilus triacanthus,butterfish,51,4048,NA
BOF2014001,2014.017,C,Alosa pseudoharengus,alewife,160,12818,NA
BOF2014001,2014.017,C,Glyptocephalus cynoglossus,witch flounder,1,20,NA
BOF2014001,2014.017,C,Scophthalmus aquosus,windowpane flounder,2,139,NA
BOF2014001,2014.017,C,Urophycis tenuis,white hake,9,308,NA
BOF2014001,2014.017,C,Urophycis chuss,red hake,18,1552,NA
BOF2014001,2014.017,C,Aurelia aurita,moon jelly,2,122,NA
BOF2014001,2014.017,C,Spisula solidissima,surf clam,2,43,NA
BOF2014001,2014.017,C,Pseudopleuronectes americanus,winter flounder,110,45403,NA
BOF2014001,2014.017,C,Clupea harengus,herring,3,75,NA
BOF2014001,2014.017,C,Homarus americanus,American lobster,26,25255,NA
BOF2014001,2014.017,C,Cancer irroratus,rock crab,12,1432,NA
BOF2014001,2014.017,C,Placopecten magellanicus,deep sea scallop,16,514,NA
BOF2014001,2014.017,C,Ctenodiscus crispatus,mud star,5,26,NA
BOF2014001,2014.017,C,Doryteuthis pealeii,longfin inshore squid,5,216,NA
BOF2014001,2014.017,C,Osmerus mordax,smelt,1,55,NA
BOF2014001,2014.017,C,Lycodes lavalaei,Laval's eelpout,1,163,NA
BOF2014001,2014.017,C,Prionotus corolinus,northern sea robin,1,235,NA
BOF2014001,2014.017,C,Pandalus montagui,Montague shrimp,13,52,NA
BOF2014001,2014.018,B,Pseudopleuronectes americanus,winter flounder,60,2781,NA
BOF2014001,2014.018,B,Osmerus mordax,smelt,19,6073,NA
BOF2014001,2014.018,B,Scophthalmus aquosus,windowpane flounder,2,69,NA
BOF2014001,2014.018,B,Urophycis chuss,red hake,2,102,NA
BOF2014001,2014.018,B,Urophycis tenuis,white hake,2,120,NA
BOF2014001,2014.018,B,Alosa sapidissima,shad,2,219,NA
BOF2014001,2014.018,B,Alosa pseudoharengus,alewife,390,11849,NA
BOF2014001,2014.018,B,Cyclopterus lumpus,lumpfish,1,423,NA
BOF2014001,2014.018,B,Peprilus triacanthus,butterfish,15,1323,NA
BOF2014001,2014.018,B,Clupea harengus,herring,89,2202,NA
BOF2014001,2014.018,B,Merluccius bilinearis,silver hake,70,5381,NA
BOF2014001,2014.018,B,Homarus americanus,American lobster,136,76307,NA
BOF2014001,2014.018,B,Cancer irroratus,rock crab,4,468,NA
BOF2014001,2014.018,B,Asterias vulgaris,northern sea star,6,433,NA
BOF2014001,2014.018,B,Placopecten magellanicus,deep sea scallop,1,26,NA
BOF2014001,2014.018,B,Myoxocephalus octodecemspinosus,longhorn sculpin,3,248,NA
BOF2014001,2014.018,B,Spisula solidissima,surf clam,1,14,NA
BOF2014001,2014.018,B,Strongylocentrotus droebachiensis,green sea urchin,1,34,NA
BOF2014001,2014.018,B,Glyptocephalus cynoglossus,witch flounder,1,38,NA
BOF2014001,2014.018,B,Hippoglossoides platessoides,American plaice,4,68,NA
BOF2014001,2014.019,C,Urophycis chuss,red hake,46,4424,NA
BOF2014001,2014.019,C,Urophycis tenuis,white hake,159,13868,NA
BOF2014001,2014.019,C,Homarus americanus,American lobster,189,51262,NA
BOF2014001,2014.019,C,Myoxocephalus octodecemspinosus,longhorn sculpin,329,21334,NA
BOF2014001,2014.019,C,Hemitripterus americanus,sea raven,1,1154,NA
BOF2014001,2014.019,C,Cancer irroratus,rock crab,9,1213,NA
BOF2014001,2014.019,C,Placopecten magellanicus,deep sea scallop,5,171,NA
BOF2014001,2014.019,C,Melanogrammus aeglefinus,haddock,3,212,NA
BOF2014001,2014.019,C,Zoarces americanus,ocean pout,4,267,NA
BOF2014001,2014.019,C,Scophthalmus aquosus,windowpane flounder,9,776,NA
BOF2014001,2014.019,C,Peprilus triacanthus,butterfish,19,1682,NA
BOF2014001,2014.019,C,Alosa pseudoharengus,alewife,28,1185,NA
BOF2014001,2014.019,C,Sebastes fasciatus,Acadian redfish,3,118,NA
BOF2014001,2014.019,C,Hippoglossoides platessoides,American plaice,3,146,NA
BOF2014001,2014.019,C,Strongylocentrotus droebachiensis,green sea urchin,3,151,NA
BOF2014001,2014.019,C,Styela montereyensis,stalked tunicate,3,151,NA
BOF2014001,2014.019,C,Pandalus montagui,Montague shrimp,3,25,NA
BOF2014001,2014.019,C,Aphrodita aculeata,sea mouse,3,79,NA
BOF2014001,2014.019,C,Cucumaria frondosa,orange-footed sea cucumber,42,11176,NA
BOF2014001,2014.019,C,Amblyraja radiata,thorny skate,3,278,NA
BOF2014001,2014.019,C,Leucoraja erinacea,little skate,20,1751,NA
BOF2014001,2014.019,C,Pollachius virens,pollock,1,72,NA
BOF2014001,2014.019,C,Merluccius bilinearis,silver hake,611,69680,NA
BOF2014001,2014.019,C,Pseudopleuronectes americanus,winter flounder,1514,114309,NA
BOF2014001,2014.02,C,Pseudopleuronectes americanus,winter flounder,211,9771,NA
BOF2014001,2014.02,C,Placopecten magellanicus,deep sea scallop,6,216,NA
BOF2014001,2014.02,C,Melanogrammus aeglefinus,haddock,12,474,NA
BOF2014001,2014.02,C,Osmerus mordax,smelt,2,81,NA
BOF2014001,2014.02,C,Peprilus triacanthus,butterfish,4,361,NA
BOF2014001,2014.02,C,Hemitripterus americanus,sea raven,1,49,NA
BOF2014001,2014.02,C,Urophycis tenuis,white hake,1,53,NA
BOF2014001,2014.02,C,Urophycis chuss,red hake,1,94,NA
BOF2014001,2014.02,C,Clupea harengus,herring,1,32,NA
BOF2014001,2014.02,C,Hippoglossoides platessoides,American plaice,2,65,NA
BOF2014001,2014.02,C,Leucoraja erinacea,little skate,3,148,NA
BOF2014001,2014.02,C,Pandalus montagui,Montague shrimp,11,40,NA
BOF2014001,2014.02,C,Asterias vulgaris,northern sea star,1,48,NA
BOF2014001,2014.02,C,Pseudopleuronectes americanus,winter flounder,38,1721,NA
BOF2014001,2014.02,C,Homarus americanus,American lobster,256,134712,NA
BOF2014001,2014.02,C,Cancer borealis,Jonah crab,1,186,NA
BOF2014001,2014.02,C,Urophycis tenuis,white hake,6,439,NA
BOF2014001,2014.02,C,Myoxocephalus octodecemspinosus,longhorn sculpin,11,911,NA
BOF2014001,2014.02,C,Alosa pseudoharengus,alewife,87,3632,NA
BOF2014001,2014.02,C,Merluccius bilinearis,silver hake,61,6025,NA
BOF2015001,2015.001,C,Crangon septemspinosa,sand shrimp,10,28,NA
BOF2015001,2015.001,C,Asterias vulgaris,northern sea star,1,122,NA
BOF2015001,2015.001,C,Doryteuthis pealeii,longfin inshore squid,2,16,NA
BOF2015001,2015.001,C,Mercenaria mercenaria,quahog,6,50,NA
BOF2015001,2015.001,C,Homarus americanus,American lobster,21,10877,NA
BOF2015001,2015.001,C,Alosa pseudoharengus,alewife,30,780,NA
BOF2015001,2015.001,C,Osmerus mordax,smelt,48,1182,NA
BOF2015001,2015.001,C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,82,NA
BOF2015001,2015.002,D,Merluccius bilinearis,silver hake,124,4685,NA
BOF2015001,2015.002,D,Hemitripterus americanus,sea raven,3,2475,NA
BOF2015001,2015.002,D,Enchelyopus cimbrius,fourbeard rockling,10,465,NA
BOF2015001,2015.002,D,Myoxocephalus octodecemspinosus,longhorn sculpin,3,337,NA
BOF2015001,2015.002,D,Urophycis chuss,red hake,4,274,NA
BOF2015001,2015.002,D,Doryteuthis pealeii,longfin inshore squid,1,8,NA
BOF2015001,2015.002,D,Alosa pseudoharengus,alewife,1,76,NA
BOF2015001,2015.002,D,Zoarces americanus,ocean pout,1,341,NA
BOF2015001,2015.002,D,Cancer irroratus,rock crab,1,191,NA
BOF2015001,2015.002,D,Melanogrammus aeglefinus,haddock,4,240,NA
BOF2015001,2015.002,D,Sebastes fasciatus,Acadian redfish,1,291,NA
BOF2015001,2015.002,D,Aspidophoroides monopterygius,Atlantic alligatorfish,3,7,NA
BOF2015001,2015.002,D,Pandalus montagui,Montague shrimp,913,4291,NA
BOF2015001,2015.002,D,Aurelia aurita,moon jelly,5,393,NA
BOF2015001,2015.002,D,Bathypolypus arcticus,deep sea octopus,1,58,NA
BOF2015001,2015.002,D,Homarus americanus,American lobster,155,96087,NA
BOF2015001,2015.002,D,Pseudopleuronectes americanus,winter flounder,15,1474,NA
BOF2015001,2015.002,D,Clupea harengus,herring,8,254,NA
BOF2015001,2015.003,A,Cyclopterus lumpus,lumpfish,2,229,NA
BOF2015001,2015.003,A,Alosa pseudoharengus,alewife,3,85,NA
BOF2015001,2015.003,A,Merluccius bilinearis,silver hake,2,59,NA
BOF2015001,2015.003,A,Myoxocephalus octodecemspinosus,longhorn sculpin,1,71,NA
BOF2015001,2015.003,A,Cucumaria frondosa,orange-footed sea cucumber,5,938,NA
BOF2015001,2015.003,A,Metridium senile,frilled anemone,1,22,NA
BOF2015001,2015.003,A,Strongylocentrotus droebachiensis,green sea urchin,3,125,NA
BOF2015001,2015.003,A,Crangon septemspinosa,sand shrimp,1,1,NA
BOF2015001,2015.003,A,Aurelia aurita,moon jelly,946,86014,NA
BOF2015001,2015.003,A,Homarus americanus,American lobster,5,2602,NA
BOF2015001,2015.003,A,Osmerus mordax,smelt,5,141,NA
BOF2015001,2015.003,A,Pseudopleuronectes americanus,winter flounder,8,242,NA
BOF2015001,2015.004,B,Homarus americanus,American lobster,58,30506,NA
BOF2015001,2015.004,B,Pseudopleuronectes americanus,winter flounder,31,1629,NA
BOF2015001,2015.004,B,Merluccius bilinearis,silver hake,10,404,NA
BOF2015001,2015.004,B,Scomber scombrus,mackerel,1,136,NA
BOF2015001,2015.004,B,Peprilus triacanthus,butterfish,2,89,NA
BOF2015001,2015.004,B,Asterias vulgaris,northern sea star,3,208,NA
BOF2015001,2015.004,B,Clupea harengus,herring,327,4661,NA
BOF2015001,2015.004,B,Aurelia aurita,moon jelly,72,6575,NA
BOF2015001,2015.004,B,Alosa pseudoharengus,alewife,50,4681,NA
BOF2015001,2015.004,B,Osmerus mordax,smelt,139,3228,NA
BOF2015001,2015.004,B,Doryteuthis pealeii,longfin inshore squid,113,1919,NA
BOF2015001,2015.004,B,Myoxocephalus octodecemspinosus,longhorn sculpin,1,68,NA
BOF2015001,2015.004,B,Scophthalmus aquosus,windowpane flounder,1,84,NA
BOF2015001,2015.004,B,Crangon septemspinosa,sand shrimp,47,157,NA
BOF2015001,2015.004,B,Pandalus montagui,Montague shrimp,8,29,NA
BOF2015001,2015.004,B,Melanogrammus aeglefinus,haddock,1,6,NA
BOF2015001,2015.004,B,Glyptocephalus cynoglossus,witch flounder,1,18,NA
BOF2015001,2015.004,B,Urophycis tenuis,white hake,4,162,NA
BOF2015001,2015.004,B,Boltenia ovifera,stalked sea squirt,1,20,NA
BOF2015001,2015.005,D,Lophius americanus,monkfish,1,502,NA
BOF2015001,2015.005,D,Alosa pseudoharengus,alewife,66,6390,NA
BOF2015001,2015.005,D,Bolinopsis infundibulum,comb jelly,2,3,NA
BOF2015001,2015.005,D,Aurelia aurita,moon jelly,7,608,NA
BOF2015001,2015.005,D,Pseudopleuronectes americanus,winter flounder,50,8749,NA
BOF2015001,2015.005,D,Urophycis chuss,red hake,5,653,NA
BOF2015001,2015.005,D,Asterias vulgaris,northern sea star,12,1125,NA
BOF2015001,2015.005,D,Ctenodiscus crispatus,mud star,49,317,NA
BOF2015001,2015.005,D,Ophiopholis aculeata,daisy brittle star,36,39,NA
BOF2015001,2015.005,D,Doryteuthis pealeii,longfin inshore squid,8,63,NA
BOF2015001,2015.005,D,Urophycis tenuis,white hake,2,10,NA
BOF2015001,2015.005,D,Melanogrammus aeglefinus,haddock,1,5,NA
BOF2015001,2015.005,D,Osmerus mordax,smelt,1,13,NA
BOF2015001,2015.005,D,Cancer irroratus,rock crab,1,39,NA
BOF2015001,2015.005,D,Pandalus montagui,Montague shrimp,98,380,NA
BOF2015001,2015.005,D,Cyclopterus lumpus,lumpfish,2,1273,NA
BOF2015001,2015.005,D,Homarus americanus,American lobster,5,1856,NA
BOF2015001,2015.005,D,Clupea harengus,herring,66,1064,NA
BOF2015001,2015.006,A,Homarus americanus,American lobster,24,15370,NA
BOF2015001,2015.006,A,Merluccius bilinearis,silver hake,15,651,NA
BOF2015001,2015.006,A,Melanogrammus aeglefinus,haddock,5,153,NA
BOF2015001,2015.006,A,Zoarces americanus,ocean pout,1,93,NA
BOF2015001,2015.006,A,Scomber scombrus,mackerel,1,173,NA
BOF2015001,2015.006,A,Peprilus triacanthus,butterfish,26,755,NA
BOF2015001,2015.006,A,Pseudopleuronectes americanus,winter flounder,17,564,NA
BOF2015001,2015.006,A,Cyclopterus lumpus,lumpfish,2,270,NA
BOF2015001,2015.006,A,Cancer irroratus,rock crab,1,42,NA
BOF2015001,2015.006,A,Placopecten magellanicus,deep sea scallop,4,25,NA
BOF2015001,2015.006,A,Hyas araneus,Atlantic lyre crab,2,43,NA
BOF2015001,2015.006,A,Clinocardium ciliatum,Iceland cockle,8,28,NA
BOF2015001,2015.006,A,Pandalus montagui,Montague shrimp,49,175,NA
BOF2015001,2015.006,A,Strongylocentrotus droebachiensis,green sea urchin,9,265,NA
BOF2015001,2015.006,A,Urticina felina,northern red anemone,7,217,NA
BOF2015001,2015.006,A,Sclerocrangon boreas,sculptured shrimp,9,70,NA
BOF2015001,2015.006,A,Cucumaria frondosa,orange-footed sea cucumber,17,3565,NA
BOF2015001,2015.006,A,Aurelia aurita,moon jelly,3,68,NA
BOF2015001,2015.006,A,Crangon septemspinosa,sand shrimp,8,40,NA
BOF2015001,2015.006,A,Osmerus mordax,smelt,285,6578,NA
BOF2015001,2015.006,A,Clupea harengus,herring,163,2927,NA
BOF2015001,2015.006,A,Alosa pseudoharengus,alewife,315,11014,NA
BOF2015001,2015.006,A,Doryteuthis pealeii,longfin inshore squid,11,366,NA
BOF2015001,2015.006,A,Halocynthia pyriformis,sea peach,1,6,NA
BOF2015001,2015.007,D,Gadus morhua,Atlantic cod,1,1448,NA
BOF2015001,2015.007,D,Pseudopleuronectes americanus,winter flounder,25,2187,NA
BOF2015001,2015.007,D,Merluccius bilinearis,silver hake,189,8176,NA
BOF2015001,2015.007,D,Urophycis tenuis,white hake,14,1521,NA
BOF2015001,2015.007,D,Urophycis chuss,red hake,8,831,NA
BOF2015001,2015.007,D,Myoxocephalus octodecemspinosus,longhorn sculpin,7,962,NA
BOF2015001,2015.007,D,Isodictya sp.,palmate sponge,1,52,NA
BOF2015001,2015.007,D,Homarus americanus,American lobster,37,15022,NA
BOF2015001,2015.007,D,Alosa pseudoharengus,alewife,11,590,NA
BOF2015001,2015.007,D,Osmerus mordax,smelt,7,178,NA
BOF2015001,2015.007,D,Clupea harengus,herring,9,196,NA
BOF2015001,2015.007,D,Peprilus triacanthus,butterfish,3,72,NA
BOF2015001,2015.007,D,Enchelyopus cimbrius,fourbeard rockling,12,502,NA
BOF2015001,2015.007,D,Hyas araneus,Atlantic lyre crab,5,30,NA
BOF2015001,2015.007,D,Placopecten magellanicus,deep sea scallop,2,10,NA
BOF2015001,2015.007,D,unidentified bivalve sp.,unidentified bivalve,2,10,NA
BOF2015001,2015.007,D,Microgadus tomcod,Atlantic tomcod,1,6,NA
BOF2015001,2015.007,D,Melanogrammus aeglefinus,haddock,1,10,NA
BOF2015001,2015.007,D,Pandalus montagui,Montague shrimp,667,3734,NA
BOF2015001,2015.007,D,Boltenia ovifera,stalked sea squirt,1,54,NA
BOF2015001,2015.007,D,Unidentified tunicate,Unidentified tunicate,2,42,NA
BOF2015001,2015.007,D,Bolinopsis infundibulum,comb jelly,3,12,NA
BOF2015001,2015.007,D,Aurelia aurita,moon jelly,3,86,NA
BOF2015001,2015.007,D,Staurostoma mertensii,whitecross jelly,10,198,NA
BOF2015001,2015.008,D,Homarus americanus,American lobster,10,7886,NA
BOF2015001,2015.008,D,Placopecten magellanicus,deep sea scallop,2,32,NA
BOF2015001,2015.008,D,Peprilus triacanthus,butterfish,44,1491,NA
BOF2015001,2015.008,D,Alosa pseudoharengus,alewife,17,726,NA
BOF2015001,2015.008,D,Lophius americanus,monkfish,1,442,NA
BOF2015001,2015.008,D,Hyas araneus,Atlantic lyre crab,2,88,NA
BOF2015001,2015.008,D,Cancer irroratus,rock crab,1,52,NA
BOF2015001,2015.008,D,Urophycis chuss,red hake,12,720,NA
BOF2015001,2015.008,D,Urophycis tenuis,white hake,3,55,NA
BOF2015001,2015.008,D,Alosa sapidissima,shad,1,62,NA
BOF2015001,2015.008,D,Doryteuthis pealeii,longfin inshore squid,3,159,NA
