"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2014001",14,304,"Triglops murrayi","moustache sculpin",1,15,""
"BOF2014001",14,8010,"Aurelia aurita","moon jelly",1,21,""
"BOF2014001",14,14,"Merluccius bilinearis","silver hake",6,390,""
"BOF2014001",14,43,"Pseudopleuronectes americanus","winter flounder",42,1574,""
"BOF2014001",14,60,"Clupea harengus","herring",114,2989,""
"BOF2014001",15,62,"Alosa pseudoharengus","alewife",148,4262,""
"BOF2014001",15,43,"Pseudopleuronectes americanus","winter flounder",454,41439,""
"BOF2014001",15,13,"Urophycis chuss","red hake",3,136,""
"BOF2014001",15,11,"Melanogrammus aeglefinus","haddock",5,56,""
"BOF2013001",16,283,"Sebastes fasciatus","Acadian redfish",4,207,""
"BOF2013001",16,,"Solamen glandula","fragile crenella",1,2,""
"BOF2013001",16,4317,"Spisula solidissima","surf clam",3,32,""
"BOF2013001",16,8613,"Suberites ficus","fig sponge",1,740,""
"BOF2013001",16,13,"Urophycis chuss","red hake",81,9388,""
"BOF2013001",16,12,"Urophycis tenuis","white hake",36,5819,""
"BOF2013001",17,62,"Alosa pseudoharengus","alewife",160,8471,""
"BOF2013001",17,,"Boltenia ovifera","stalked sea squirt",1,30,""
"BOF2013001",17,2513,"Cancer irroratus","rock crab",2,420,""
"BOF2013001",17,60,"Clupea harengus","herring",3,34,""
"BOF2013001",17,6115,"Ctenodiscus crispatus","mud star",9,44,""
"BOF2013001",17,114,"Enchelyopus cimbrius","fourbeard rockling",1,116,""
"BOF2013001",17,40,"Hippoglossoides platessoides","American plaice",20,612,""
"BOF2013001",17,2550,"Homarus americanus","American lobster",250,232496,""
"BOF2013001",17,11,"Melanogrammus aeglefinus","haddock",4,222,""
"BOF2013001",17,14,"Merluccius bilinearis","silver hake",639,63274,""
"BOF2013001",17,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,276,""
"BOF2013001",17,2211,"Pandalus borealis","northern shrimp",3,24,""
"BOF2013001",17,2212,"Pandalus montagui","Montague shrimp",27,116,""
"BOF2013001",17,701,"Peprilus triacanthus","butterfish ",18,1152,""
"BOF2013001",17,4321,"Placopecten magellanicus","deep sea scallop",36,266,""
"BOF2013001",17,43,"Pseudopleuronectes americanus","winter flounder",193,31762,""
"BOF2013001",17,143,"Scophthalmus aquosus","windowpane flounder",2,158,""
"BOF2013001",17,13,"Urophycis chuss","red hake",6,482,""
"BOF2013001",17,12,"Urophycis tenuis","white hake",62,5124,""
"BOF2013001",18,62,"Alosa pseudoharengus","alewife",21,1053,""
"BOF2013001",18,2513,"Cancer irroratus","rock crab",3,149,""
"BOF2013001",18,,"encrusting sponge","encrusting sponge",1,2,""
"BOF2013001",18,40,"Hippoglossoides platessoides","American plaice",2,60,""
"BOF2013001",18,2550,"Homarus americanus","American lobster",51,56939,""
"BOF2013001",18,2527,"Hyas araneus","Atlantic lyre crab",1,28,""
"BOF2013001",18,,"Doryteuthis pealeii","longfin inshore squid",2,156,""
"BOF2013001",18,203,"Leucoraja erinacea","little skate",1,24,""
"BOF2013001",18,204,"Leucoraja ocellata","winter skate",1,152,""
"BOF2013001",18,620,"Lycodes lavalaei","Laval's eelpout",1,63,""
"BOF2013001",18,11,"Melanogrammus aeglefinus","haddock",17,860,""
"BOF2013001",18,14,"Merluccius bilinearis","silver hake",372,21994,""
"BOF2013001",18,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,112,""
"BOF2013001",18,2212,"Pandalus montagui","Montague shrimp",12,34,""
"BOF2013001",18,701,"Peprilus triacanthus","butterfish ",3,262,""
"BOF2013001",18,4321,"Placopecten magellanicus","deep sea scallop",23,217,""
"BOF2013001",18,43,"Pseudopleuronectes americanus","winter flounder",353,18687,""
"BOF2013001",18,70,"Scomber scombrus","mackerel",2,416,""
"BOF2013001",18,143,"Scophthalmus aquosus","windowpane flounder",7,304,""
"BOF2013001",18,4317,"Spisula solidissima","surf clam",6,111,""
"BOF2013001",18,6411,"Strongylocentrotus droebachiensis","green sea urchin",13,541,""
"BOF2013001",18,,"unidentified polychaete","unidentified polychaete",1,5,""
"BOF2013001",18,13,"Urophycis chuss","red hake",33,2542,""
"BOF2013001",18,12,"Urophycis tenuis","white hake",2,204,""
"BOF2013001",19,62,"Alosa pseudoharengus","alewife",1085,48879,""
"BOF2013001",19,60,"Clupea harengus","herring",108,4192,""
"BOF2013001",19,6115,"Ctenodiscus crispatus","mud star",1,4,""
"BOF2013001",19,,"Cuaudina arenata","rat-tailed sea cucumber",1,56,""
"BOF2013001",19,2550,"Homarus americanus","American lobster",209,169914,""
"BOF2013001",19,,"Doryteuthis pealeii","longfin inshore squid",1,58,""
"BOF2013001",19,4323,"Mercenaria mercenaria","quahog",17,398,""
"BOF2013001",19,14,"Merluccius bilinearis","silver hake",129,8662,""
"BOF2013001",19,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,81,""
"BOF2013001",19,2212,"Pandalus montagui","Montague shrimp",5,24,""
"BOF2013001",19,701,"Peprilus triacanthus","butterfish ",33,1724,""
"BOF2013001",19,4321,"Placopecten magellanicus","deep sea scallop",3,10,""
"BOF2013001",19,43,"Pseudopleuronectes americanus","winter flounder",135,5524,""
"BOF2013001",19,143,"Scophthalmus aquosus","windowpane flounder",7,273,""
"BOF2013001",19,6411,"Strongylocentrotus droebachiensis","green sea urchin",1,6,""
"BOF2013001",19,8613,"Suberites ficus","fig sponge",1,324,""
"BOF2013001",19,13,"Urophycis chuss","red hake",9,778,""
"BOF2013001",19,12,"Urophycis tenuis","white hake",5,444,""
"BOF2014001",15,12,"Urophycis tenuis","white hake",22,1182,""
"BOF2014001",15,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,204,""
"BOF2014001",15,143,"Scophthalmus aquosus","windowpane flounder",1,70,""
"BOF2014001",15,,"Doryteuthis pealeii","longfin inshore squid",1,102,""
"BOF2014001",15,8010,"Aurelia aurita","moon jelly",1,34,""
"BOF2014001",15,2212,"Pandalus montagui","Montague shrimp",44,128,""
"BOF2014001",15,6115,"Ctenodiscus crispatus","mud star",2,16,""
"BOF2014001",15,2550,"Homarus americanus","American lobster",151,116847,""
"BOF2014001",15,60,"Clupea harengus","herring",98,2586,""
"BOF2014001",15,14,"Merluccius bilinearis","silver hake",111,23493,""
"BOF2014001",15,2513,"Cancer irroratus","rock crab",5,484,""
"BOF2014001",15,701,"Peprilus triacanthus","butterfish ",6,412,""
"BOF2014001",15,4321,"Placopecten magellanicus","deep sea scallop",2,16,""
"BOF2014001",15,40,"Hippoglossoides platessoides","American plaice",37,482,""
"BOF2014001",15,41,"Glyptocephalus cynoglossus","witch flounder",4,70,""
"BOF2014001",16,14,"Merluccius bilinearis","silver hake",1897,117004,""
"BOF2014001",16,2550,"Homarus americanus","American lobster",3,6670,""
"BOF2014001",16,60,"Clupea harengus","herring",11,332,""
"BOF2014001",16,701,"Peprilus triacanthus","butterfish ",4,386,""
"BOF2014001",16,40,"Hippoglossoides platessoides","American plaice",15,592,""
"BOF2014001",16,143,"Scophthalmus aquosus","windowpane flounder",1,192,""
"BOF2014001",16,62,"Alosa pseudoharengus","alewife",9,316,""
"BOF2014001",16,11,"Melanogrammus aeglefinus","haddock",3,302,""
"BOF2014001",16,12,"Urophycis tenuis","white hake",8,708,""
"BOF2014001",16,2513,"Cancer irroratus","rock crab",2,120,""
"BOF2014001",16,43,"Pseudopleuronectes americanus","winter flounder",62,16759,""
"BOF2014001",16,2212,"Pandalus montagui","Montague shrimp",301,1476,""
"BOF2014001",16,2211,"Pandalus borealis","northern shrimp",16,182,""
"BOF2014001",16,114,"Enchelyopus cimbrius","fourbeard rockling",2,138,""
"BOF2014001",16,6115,"Ctenodiscus crispatus","mud star",5,40,""
"BOF2014001",16,2417,"Crangon septemspinosa","sand shrimp",1,1,""
"BOF2014001",16,4321,"Placopecten magellanicus","deep sea scallop",5,27,""
"BOF2014001",16,10,"Gadus morhua","Atlantic cod",1,228,""
"BOF2014001",17,14,"Merluccius bilinearis","silver hake",1095,82425,""
"BOF2014001",17,701,"Peprilus triacanthus","butterfish ",51,4048,""
"BOF2014001",17,62,"Alosa pseudoharengus","alewife",160,12818,""
"BOF2014001",17,41,"Glyptocephalus cynoglossus","witch flounder",1,20,""
"BOF2014001",17,143,"Scophthalmus aquosus","windowpane flounder",2,139,""
"BOF2014001",17,12,"Urophycis tenuis","white hake",9,308,""
"BOF2014001",17,13,"Urophycis chuss","red hake",18,1552,""
"BOF2014001",17,8010,"Aurelia aurita","moon jelly",2,122,""
"BOF2014001",17,4317,"Spisula solidissima","surf clam",2,43,""
"BOF2014001",17,43,"Pseudopleuronectes americanus","winter flounder",110,45403,""
"BOF2014001",17,60,"Clupea harengus","herring",3,75,""
"BOF2014001",17,2550,"Homarus americanus","American lobster",26,25255,""
"BOF2014001",17,2513,"Cancer irroratus","rock crab",12,1432,""
"BOF2014001",17,4321,"Placopecten magellanicus","deep sea scallop",16,514,""
"BOF2014001",17,6115,"Ctenodiscus crispatus","mud star",5,26,""
"BOF2014001",17,,"Doryteuthis pealeii","longfin inshore squid",5,216,""
"BOF2014001",17,63,"Osmerus mordax","smelt",1,55,""
"BOF2014001",18,43,"Pseudopleuronectes americanus","winter flounder",60,2781,""
"BOF2014001",18,63,"Osmerus mordax","smelt",19,6073,""
"BOF2014001",18,143,"Scophthalmus aquosus","windowpane flounder",2,69,""
"BOF2014001",18,13,"Urophycis chuss","red hake",2,102,""
"BOF2014001",18,12,"Urophycis tenuis","white hake",2,120,""
"BOF2014001",18,61,"Alosa sapidissima","shad",2,219,""
"BOF2014001",18,62,"Alosa pseudoharengus","alewife",390,11849,""
"BOF2014001",18,501,"Cyclopterus lumpus","lumpfish",1,423,""
"BOF2014001",18,701,"Peprilus triacanthus","butterfish ",15,1323,""
"BOF2014001",18,60,"Clupea harengus","herring",89,2202,""
"BOF2014001",18,14,"Merluccius bilinearis","silver hake",70,5381,""
"BOF2014001",18,2550,"Homarus americanus","American lobster",136,76307,""
"BOF2014001",18,2513,"Cancer irroratus","rock crab",4,468,""
"BOF2014001",18,,"Asterias vulgaris","northern sea star",6,433,""
"BOF2014001",18,4321,"Placopecten magellanicus","deep sea scallop",1,26,""
"BOF2014001",18,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,248,""
"BOF2014001",18,4317,"Spisula solidissima","surf clam",1,14,""
"BOF2014001",18,6411,"Strongylocentrotus droebachiensis","green sea urchin",1,34,""
"BOF2014001",18,41,"Glyptocephalus cynoglossus","witch flounder",1,38,""
"BOF2014001",18,40,"Hippoglossoides platessoides","American plaice",4,68,""
"BOF2014001",19,13,"Urophycis chuss","red hake",46,4424,""
"BOF2014001",19,12,"Urophycis tenuis","white hake",159,13868,""
"BOF2014001",19,2550,"Homarus americanus","American lobster",189,51262,""
"BOF2014001",19,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",329,21334,""
"BOF2014001",19,320,"Hemitripterus americanus","sea raven",1,1154,""
"BOF2014001",19,2513,"Cancer irroratus","rock crab",9,1213,""
"BOF2014001",19,4321,"Placopecten magellanicus","deep sea scallop",5,171,""
"BOF2014001",19,11,"Melanogrammus aeglefinus","haddock",3,212,""
"BOF2014001",19,640,"Zoarces americanus","ocean pout",4,267,""
"BOF2014001",19,143,"Scophthalmus aquosus","windowpane flounder",9,776,""
"BOF2014001",19,701,"Peprilus triacanthus","butterfish ",19,1682,""
"BOF2014001",19,62,"Alosa pseudoharengus","alewife",28,1185,""
"BOF2014001",19,283,"Sebastes fasciatus","redfish ",3,118,""
"BOF2014001",19,40,"Hippoglossoides platessoides","American plaice",3,146,""
"BOF2014001",19,6411,"Strongylocentrotus droebachiensis","green sea urchin",3,151,""
"BOF2014001",19,,"Styela montereyensis","stalked tunicate",3,151,""
"BOF2014001",19,2212,"Pandalus montagui","Montague shrimp",3,25,""
"BOF2014001",19,3200,"Aphrodita aculeata","sea mouse",3,79,""
"BOF2014001",19,6611,"Cucumaria frondosa","orange-footed sea cucumber",42,11176,""
"BOF2014001",19,201,"Amblyraja radiata","thorny skate",3,278,""
"BOF2014001",19,203,"Leucoraja erinacea","little skate",20,1751,""
"BOF2014001",19,16,"Pollachius virens ","pollock",1,72,""
"BOF2014001",19,14,"Merluccius bilinearis","silver hake",611,69680,""
"BOF2014001",19,43,"Pseudopleuronectes americanus","winter flounder",1514,114309,""
"BOF2014001",20,43,"Pseudopleuronectes americanus","winter flounder",211,9771,""
"BOF2014001",20,4321,"Placopecten magellanicus","deep sea scallop",6,216,""
"BOF2014001",20,11,"Melanogrammus aeglefinus","haddock",12,474,""
"BOF2014001",20,63,"Osmerus mordax","smelt",2,81,""
"BOF2014001",20,701,"Peprilus triacanthus","butterfish ",4,361,""
"BOF2014001",20,320,"Hemitripterus americanus","sea raven",1,49,""
"BOF2014001",20,12,"Urophycis tenuis","white hake",1,53,""
"BOF2014001",20,13,"Urophycis chuss","red hake",1,94,""
"BOF2014001",20,60,"Clupea harengus","herring",1,32,""
"BOF2014001",20,40,"Hippoglossoides platessoides","American plaice",2,65,""
"BOF2014001",20,203,"Leucoraja erinacea","little skate",3,148,""
"BOF2014001",20,2212,"Pandalus montagui","Montague shrimp",11,40,""
"BOF2014001",20,,"Asterias vulgaris","northern sea star",1,48,""
"BOF2014001",20,43,"Pseudopleuronectes americanus","winter flounder",38,1721,""
"BOF2014001",20,2550,"Homarus americanus","American lobster",256,134712,""
"BOF2014001",20,2511,"Cancer borealis","Jonah crab",1,186,""
"BOF2014001",20,12,"Urophycis tenuis","white hake",6,439,""
"BOF2014001",20,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",11,911,""
"BOF2014001",20,62,"Alosa pseudoharengus","alewife",87,3632,""
"BOF2014001",20,14,"Merluccius bilinearis","silver hake",61,6025,""
"BOF2014001",3,,"Unidentified sponge","Unidentified sponge",1,28,""
"BOF2014001",10,6119,"Henricia sanguinolenta","blood star",1,1,""
"BOF2014001",10,,"Bolinopsis infundibulum","comb jelly",9,12,""
"BOF2014001",17,620,"Lycodes lavalaei","Laval's eelpout",1,163,""
"BOF2014001",17,,"Prionotus corolinus","northern sea robin",1,235,""
"BOF2013001",1,62,"Alosa pseudoharengus","alewife",22,1287,""
"BOF2012001",1,60,"Clupea harengus","herring",99,9256.5,""
"BOF2012001",1,6115,"Ctenodiscus crispatus","mud star",272,1577.6,""
"BOF2012001",1,6211,"Ophiopholis aculeata","daisy brittle star",7,19.5,""
"BOF2012001",1,4321,"Placopecten magellanicus","deep sea scallop",23,172.88,""
"BOF2012001",1,2211,"Pandalus borealis","northern shrimp",167,1460,""
"BOF2012001",1,2212,"Pandalus montagui","Montague shrimp",332,1330,""
"BOF2012001",1,8010,"Aurelia aurita","moon jelly",,2995,""
"BOF2012001",1,2521,"Hyas coarctatus","toad crab",1,,""
"BOF2012001",1,114,"Enchelyopus cimbrius","fourbeard rockling",1,46,""
"BOF2015001",1,501,"Cyclopterus lumpus","lumpfish",1,348,""
"BOF2015001",1,60,"Clupea harengus","herring",137,1644,""
"BOF2015001",1,8010,"Aurelia aurita","moon jelly",186,14334,""
"BOF2015001",1,43,"Pseudopleuronectes americanus","winter flounder",39,2839,""
"BOF2015001",1,11,"Melanogrammus aeglefinus","haddock",1,6,""
"BOF2015001",1,14,"Merluccius bilinearis","silver hake",4,108,""
"BOF2015001",1,6115,"Ctenodiscus crispatus","mud star",1,6,""
"BOF2015001",1,2513,"Cancer irroratus","rock crab",1,134,""
"BOF2015001",1,2417,"Crangon septemspinosa","sand shrimp",10,28,""
"BOF2015001",1,,"Asterias vulgaris","northern sea star",1,122,""
"BOF2015001",1,,"Doryteuthis pealeii","longfin inshore squid",2,16,""
"BOF2015001",1,4323,"Mercenaria mercenaria","quahog",6,50,""
"BOF2015001",1,2550,"Homarus americanus","American lobster",21,10877,""
"BOF2015001",1,62,"Alosa pseudoharengus","alewife",30,780,""
"BOF2015001",1,63,"Osmerus mordax","smelt",48,1182,""
"BOF2015001",1,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,82,""
"BOF2015001",2,14,"Merluccius bilinearis","silver hake",124,4685,""
"BOF2015001",2,320,"Hemitripterus americanus","sea raven",3,2475,""
"BOF2015001",2,114,"Enchelyopus cimbrius","fourbeard rockling",10,465,""
"BOF2015001",2,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,337,""
"BOF2015001",2,13,"Urophycis chuss","red hake",4,274,""
"BOF2015001",2,,"Doryteuthis pealeii","longfin inshore squid",1,8,""
"BOF2015001",2,62,"Alosa pseudoharengus","alewife",1,76,""
"BOF2015001",2,640,"Zoarces americanus","ocean pout",1,341,""
"BOF2015001",2,2513,"Cancer irroratus","rock crab",1,191,""
"BOF2015001",2,11,"Melanogrammus aeglefinus","haddock",4,240,""
"BOF2015001",2,283,"Sebastes fasciatus","Acadian redfish",1,291,""
"BOF2015001",2,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",3,7,""
"BOF2015001",2,2212,"Pandalus montagui","Montague shrimp",913,4291,""
"BOF2015001",2,8010,"Aurelia aurita","moon jelly",5,393,""
"BOF2015001",2,4524,"Bathypolypus arcticus","deep sea octopus",1,58,""
"BOF2015001",2,2550,"Homarus americanus","American lobster",155,96087,""
"BOF2015001",2,43,"Pseudopleuronectes americanus","winter flounder",15,1474,""
"BOF2015001",2,60,"Clupea harengus","herring",8,254,""
"BOF2015001",3,501,"Cyclopterus lumpus","lumpfish",2,229,""
"BOF2015001",3,62,"Alosa pseudoharengus","alewife",3,85,""
"BOF2015001",3,14,"Merluccius bilinearis","silver hake",2,59,""
"BOF2015001",3,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,71,""
"BOF2015001",3,6611,"Cucumaria frondosa","orange-footed sea cucumber",5,938,""
"BOF2015001",3,8311,"Metridium senile","frilled anemone",1,22,""
"BOF2015001",3,6411,"Strongylocentrotus droebachiensis","green sea urchin",3,125,""
"BOF2015001",3,2417,"Crangon septemspinosa","sand shrimp",1,1,""
"BOF2015001",3,8010,"Aurelia aurita","moon jelly",946,86014,""
"BOF2015001",3,2550,"Homarus americanus","American lobster",5,2602,""
"BOF2015001",3,63,"Osmerus mordax","smelt",5,141,""
"BOF2015001",3,43,"Pseudopleuronectes americanus","winter flounder",8,242,""
"BOF2015001",4,2550,"Homarus americanus","American lobster",58,30506,""
"BOF2015001",4,43,"Pseudopleuronectes americanus","winter flounder",31,1629,""
"BOF2015001",4,14,"Merluccius bilinearis","silver hake",10,404,""
"BOF2015001",4,70,"Scomber scombrus","mackerel",1,136,""
"BOF2015001",4,701,"Peprilus triacanthus","butterfish ",2,89,""
"BOF2015001",4,,"Asterias vulgaris","northern sea star",3,208,""
"BOF2015001",4,60,"Clupea harengus","herring",327,4661,""
"BOF2015001",4,8010,"Aurelia aurita","moon jelly",72,6575,""
"BOF2015001",4,62,"Alosa pseudoharengus","alewife",50,4681,""
"BOF2015001",4,63,"Osmerus mordax","smelt",139,3228,""
"BOF2015001",4,,"Doryteuthis pealeii","longfin inshore squid",113,1919,""
"BOF2015001",4,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,68,""
"BOF2015001",4,143,"Scophthalmus aquosus","windowpane flounder",1,84,""
"BOF2015001",4,2417,"Crangon septemspinosa","sand shrimp",47,157,""
"BOF2015001",4,2212,"Pandalus montagui","Montague shrimp",8,29,""
"BOF2015001",4,11,"Melanogrammus aeglefinus","haddock",1,6,""
"BOF2015001",4,41,"Glyptocephalus cynoglossus","witch flounder",1,18,""
"BOF2015001",4,12,"Urophycis tenuis","white hake",4,162,""
"BOF2015001",4,,"Boltenia ovifera","stalked sea squirt",1,20,""
"BOF2015001",5,400,"Lophius americanus","monkfish",1,502,""
"BOF2015001",5,62,"Alosa pseudoharengus","alewife",66,6390,""
"BOF2015001",5,,"Bolinopsis infundibulum","comb jelly",2,3,""
"BOF2015001",5,8010,"Aurelia aurita","moon jelly",7,608,""
"BOF2015001",5,43,"Pseudopleuronectes americanus","winter flounder",50,8749,""
"BOF2015001",5,13,"Urophycis chuss","red hake",5,653,""
"BOF2015001",5,,"Asterias vulgaris","northern sea star",12,1125,""
"BOF2015001",5,6115,"Ctenodiscus crispatus","mud star",49,317,""
"BOF2015001",5,6211,"Ophiopholis aculeata","daisy brittle star",36,39,""
"BOF2015001",5,,"Doryteuthis pealeii","longfin inshore squid",8,63,""
"BOF2015001",5,12,"Urophycis tenuis","white hake",2,10,""
"BOF2015001",5,11,"Melanogrammus aeglefinus","haddock",1,5,""
"BOF2015001",5,63,"Osmerus mordax","smelt",1,13,""
"BOF2015001",5,2513,"Cancer irroratus","rock crab",1,39,""
"BOF2015001",5,2212,"Pandalus montagui","Montague shrimp",98,380,""
"BOF2015001",5,501,"Cyclopterus lumpus","lumpfish",2,1273,""
"BOF2015001",5,2550,"Homarus americanus","American lobster",5,1856,""
"BOF2015001",5,60,"Clupea harengus","herring",66,1064,""
"BOF2015001",6,2550,"Homarus americanus","American lobster",24,15370,""
"BOF2015001",6,14,"Merluccius bilinearis","silver hake",15,651,""
"BOF2015001",6,11,"Melanogrammus aeglefinus","haddock",5,153,""
"BOF2015001",6,640,"Zoarces americanus","ocean pout",1,93,""
"BOF2015001",6,70,"Scomber scombrus","mackerel",1,173,""
"BOF2015001",6,701,"Peprilus triacanthus","butterfish ",26,755,""
"BOF2015001",6,43,"Pseudopleuronectes americanus","winter flounder",17,564,""
"BOF2015001",6,501,"Cyclopterus lumpus","lumpfish",2,270,""
"BOF2015001",6,2513,"Cancer irroratus","rock crab",1,42,""
"BOF2015001",6,4321,"Placopecten magellanicus","deep sea scallop",4,25,""
"BOF2015001",6,2527,"Hyas araneus","Atlantic lyre crab",2,43,""
"BOF2015001",6,4342,"Clinocardium ciliatum","Iceland cockle",8,28,""
"BOF2015001",6,2212,"Pandalus montagui","Montague shrimp",49,175,""
"BOF2015001",6,6411,"Strongylocentrotus droebachiensis","green sea urchin",9,265,""
"BOF2015001",6,,"Urticina felina","northern red anemone",7,217,""
"BOF2015001",6,2414,"Sclerocrangon boreas","sculptured shrimp",9,70,""
"BOF2015001",6,6611,"Cucumaria frondosa","orange-footed sea cucumber",17,3565,""
"BOF2015001",6,8010,"Aurelia aurita","moon jelly",3,68,""
"BOF2015001",6,2417,"Crangon septemspinosa","sand shrimp",8,40,""
"BOF2015001",6,63,"Osmerus mordax","smelt",285,6578,""
"BOF2015001",6,60,"Clupea harengus","herring",163,2927,""
"BOF2015001",6,62,"Alosa pseudoharengus","alewife",315,11014,""
"BOF2015001",6,,"Doryteuthis pealeii","longfin inshore squid",11,366,""
"BOF2015001",6,1827,"Halocynthia pyriformis","sea peach",1,6,""
"BOF2015001",7,10,"Gadus morhua","Atlantic cod",1,1448,""
"BOF2015001",7,43,"Pseudopleuronectes americanus","winter flounder",25,2187,""
"BOF2015001",7,14,"Merluccius bilinearis","silver hake",189,8176,""
"BOF2015001",7,12,"Urophycis tenuis","white hake",14,1521,""
"BOF2015001",7,13,"Urophycis chuss","red hake",8,831,""
"BOF2015001",7,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",7,962,""
"BOF2015001",7,,"Isodictya sp.","palmate sponge",1,52,""
"BOF2015001",7,2550,"Homarus americanus","American lobster",37,15022,""
"BOF2015001",7,62,"Alosa pseudoharengus","alewife",11,590,""
"BOF2015001",7,63,"Osmerus mordax","smelt",7,178,""
"BOF2015001",7,60,"Clupea harengus","herring",9,196,""
"BOF2015001",7,701,"Peprilus triacanthus","butterfish ",3,72,""
"BOF2015001",7,114,"Enchelyopus cimbrius","fourbeard rockling",12,502,""
"BOF2015001",7,2527,"Hyas araneus","Atlantic lyre crab",5,30,""
"BOF2015001",7,4321,"Placopecten magellanicus","deep sea scallop",2,10,""
"BOF2015001",7,,"unidentified bivalve sp.","unidentified bivalve",2,10,""
"BOF2015001",7,17,"Microgadus tomcod","Atlantic tomcod",1,6,""
"BOF2015001",7,11,"Melanogrammus aeglefinus","haddock",1,10,""
"BOF2015001",7,2212,"Pandalus montagui","Montague shrimp",667,3734,""
"BOF2015001",7,,"Boltenia ovifera","stalked sea squirt",1,54,""
"BOF2015001",7,,"Unidentified tunicate","Unidentified tunicate",2,42,""
"BOF2015001",7,,"Bolinopsis infundibulum","comb jelly",3,12,""
"BOF2015001",7,8010,"Aurelia aurita","moon jelly",3,86,""
"BOF2015001",7,,"Staurostoma mertensii","whitecross jelly",10,198,""
"BOF2015001",8,2550,"Homarus americanus","American lobster",10,7886,""
"BOF2015001",8,4321,"Placopecten magellanicus","deep sea scallop",2,32,""
"BOF2015001",8,701,"Peprilus triacanthus","butterfish ",44,1491,""
"BOF2015001",8,62,"Alosa pseudoharengus","alewife",17,726,""
"BOF2015001",8,400,"Lophius americanus","monkfish",1,442,""
"BOF2015001",8,2527,"Hyas araneus","Atlantic lyre crab",2,88,""
"BOF2015001",8,2513,"Cancer irroratus","rock crab",1,52,""
"BOF2015001",8,13,"Urophycis chuss","red hake",12,720,""
"BOF2015001",8,12,"Urophycis tenuis","white hake",3,55,""
"BOF2015001",8,61,"Alosa sapidissima","shad",1,62,""
"BOF2015001",8,,"Doryteuthis pealeii","longfin inshore squid",3,159,""
"BOF2015001",8,2212,"Pandalus montagui","Montague shrimp",116,629,""
"BOF2015001",8,6115,"Ctenodiscus crispatus","mud star",23,190,""
"BOF2015001",8,8010,"Aurelia aurita","moon jelly",3,110,""
"BOF2015001",8,,"Staurostoma mertensii","whitecross jelly",2,55,""
"BOF2015001",8,30,"Hippoglossus hippoglossus","Atlantic halibut",1,4180,""
"BOF2015001",8,8511,"Cyanea capillata","lion's mane jelly",3,5985,""
"BOF2015001",8,40,"Hippoglossoides platessoides","American plaice",46,3105,""
"BOF2015001",8,43,"Pseudopleuronectes americanus","winter flounder",21,4668,""
"BOF2015001",8,14,"Merluccius bilinearis","silver hake",32,2754,""
"BOF2015001",8,60,"Clupea harengus","herring",312,7509,""
"BOF2015001",9,70,"Scomber scombrus","mackerel",26,4234,""
"BOF2015001",9,14,"Merluccius bilinearis","silver hake",28,1423,""
"BOF2015001",9,60,"Clupea harengus","herring",551,7690,""
"BOF2015001",9,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,309,""
"BOF2015001",9,701,"Peprilus triacanthus","butterfish ",5,151,""
"BOF2015001",9,,"Doryteuthis pealeii","longfin inshore squid",9,302,""
"BOF2015001",9,11,"Melanogrammus aeglefinus","haddock",1,15,""
"BOF2015001",9,13,"Urophycis chuss","red hake",4,283,""
"BOF2015001",9,2550,"Homarus americanus","American lobster",36,27646,""
"BOF2015001",9,63,"Osmerus mordax","smelt",18,515,""
"BOF2015001",9,62,"Alosa pseudoharengus","alewife",157,9605,""
"BOF2015001",9,43,"Pseudopleuronectes americanus","winter flounder",73,3805,""
"BOF2015001",9,12,"Urophycis tenuis","white hake",3,80,""
"BOF2015001",9,2417,"Crangon septemspinosa","sand shrimp",1,2,""
"BOF2015001",9,6211,"Ophiopholis aculeata","daisy brittle star",4,4,""
"BOF2015001",9,,"unidentified encrusting sponge","unidentified encrusting sponge",21,1815,""
"BOF2015001",9,8010,"Aurelia aurita","moon jelly",2,58,""
"BOF2015001",9,4323,"Mercenaria mercenaria","quahog",6,79,""
"BOF2015001",9,4342,"Clinocardium ciliatum","Iceland cockle",2,15,""
"BOF2015001",9,2511,"Cancer borealis","Jonah crab",1,315,""
"BOF2015001",9,2513,"Cancer irroratus","rock crab",5,548,""
"BOF2015001",1,2550,"Homarus americanus","American lobster",28,30668,""
"BOF2015001",1,62,"Alosa pseudoharengus","alewife",13,635,""
"BOF2015001",1,60,"Clupea harengus","herring",503,8074,""
